"ProductId","Image Url","Video Url","Product Desc","Origin Price","Discount Price","Discount","Currency","Commission Rate","Commission","Sales180Day","Positive Feedback","Promotion Url"
"1005003944112269","https://ae04.alicdn.com/kf/S01110ba6731d49b1a8a1aeb0550fe2011.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/349794041051.mp4","Xiuya 2022 Trendy Female Briefcase Cool Patent Leather Shoulder Laptop Bag Women Large Capacity Messenger Bag Big Handbags","USD 41.68","USD 25.84","38%","USD","9.0","USD 2.33","210","92.0%","https://s.click.aliexpress.com/e/_Ddb5dlV"
"1005003187987355","https://ae04.alicdn.com/kf/Hf1083d82f96f4de5a5516cac835fae95h.jpg",,"Soft PU Leather Crossbody Bag For Women 2021 Multi Pockets Office Shoulder Bag Female Large Capacity Tote Bags PU Travel Handbag","USD 8.73","USD 3.40","61%","USD","7","USD 0.24","26","90.0%","https://s.click.aliexpress.com/e/_DCLcE6T"
"4000008268454","https://ae04.alicdn.com/kf/HTB1sFQlalv0gK0jSZKbq6zK2FXaS.jpg",,"Casual Handbags Sets for Ladies High Quality Leather Shoulder Bag Large Capacity Crossbody Bag Luxury Brand Messenger Bags 2019","USD 45.70","USD 28.33","38%","USD","7","USD 1.98","28","98.0%","https://s.click.aliexpress.com/e/_DCrxTzz"
"1005001520360335","https://ae04.alicdn.com/kf/Hed124cbf382a45d38ee102328a9ed7edC.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/296821110842.mp4","Heart Shaped Evening Diamond Clutch Bags for Women Designer Chic Metal Handle Shiny Sequins Purse Female Wedding Handbags","USD 41.98","USD 25.19","40%","USD","7","USD 1.76","22","85.0%","https://s.click.aliexpress.com/e/_DeBhI2F"
"1005001651923678","https://ae04.alicdn.com/kf/Hd929f733da404cc18883e9be74a0e53f9.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/284291105417.mp4","New Casual Ladies Shoulder Bag Sewing Thread Fashion Purses and Handbags Small Pu Leather Crossbody Bags For Women 2021 New","USD 26.20","USD 13.10","50%","USD","7","USD 0.92","39","98.6%","https://s.click.aliexpress.com/e/_DFYzpaf"
"1005002960366938","https://ae04.alicdn.com/kf/H741d55d988044fe7b6c43665a5bfc001W.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/323696385933.mp4","London Style Clear PVC Tote Shopping Bag Eco Friendly Signature Transparent Shopper Handbag and Gym Women Work Purses for Beach","USD 21.99","USD 15.39","30%","USD","8.0","USD 1.23","116","91.9%","https://s.click.aliexpress.com/e/_DlgAoZZ"
"4000518195827","https://ae04.alicdn.com/kf/H9d70a68f687a434fab581cac63798cf9p.jpg",,"2020 New Beach Tote Bag Fashion Women Canvas сумка женская Large Capacity Oxford cloth Shoulder Shopping Bag Big Size Handbag","USD 12.83","USD 11.55","10%","USD","7","USD 0.81","26","95.0%","https://s.click.aliexpress.com/e/_DmvQyd1"
"4001092330149","https://ae04.alicdn.com/kf/H3c733dc193204c4986ec6fb61eb53f54y.jpg",,"Vintage Womens Hand bags Designers Luxury Hobos Handbags Women Shoulder Bags Female Top-handle Bags Fashion Brand Handbags KL848","USD 37.93","USD 27.69","27%","USD","7","USD 1.94","32","100.0%","https://s.click.aliexpress.com/e/_DdEeZgj"
"4000130498760","https://ae04.alicdn.com/kf/H5d0702aaf1de4c4fab9376229979aa9d3.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/244936149125.mp4","Lobster Shoulder Bag Brand Design Mini Women Handbag 3d Cartoon Animal Shape Crossbody Bags Fashion Chains Messenger Bag","USD 25.56","USD 16.61","35%","USD","7","USD 1.16","21","90.0%","https://s.click.aliexpress.com/e/_DEVkHLt"
"1005003666188223","https://ae04.alicdn.com/kf/H3eefea1324dd48efa4abe9fe2b186aa4K.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/341104907202.mp4","Flower Material Small Square Handbag Women 2022 Ladies Crossbody Bag Female One Wholesale Korean Mini Chain Messenger Bag","USD 6.99","USD 4.89","30%","USD","7","USD 0.34","33","75.0%","https://s.click.aliexpress.com/e/_DengTNd"
"1005001906038689","https://ae04.alicdn.com/kf/Sd37f64976adb4b4891d70b10906c539fU.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/291221612365.mp4","High Quality Sequin Women's Evening Bag Party Crossbody Bags Ladies Dinner Clutch Designer Luxury Handbag Female Shoulder Bag","USD 26.20","USD 16.24","38%","USD","7","USD 1.14","43","87.5%","https://s.click.aliexpress.com/e/_DDPVDuF"
"1005003673637324","https://ae04.alicdn.com/kf/H87e50883d28c4ae5bade55319ef4fd1c2.jpg",,"Summer Beach Bag Box Summer Rattan Handmade Woven Bag Circle Bohemia Handbag Round Straw Bags for Women Bolsos Mujer K5752","USD 14.23","USD 7.11","50%","USD","7","USD 0.50","20","100.0%","https://s.click.aliexpress.com/e/_DBMDHT1"
"4000600344639","https://ae04.alicdn.com/kf/H3caeda9734da4916be51e6917ab91f0eK.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/250781079573.mp4","Vintage Solid Color Leather Crossbody Bags For Women Simple Quality Shoulder Messenger Bag Lady Handbags Female Elegant Purses","USD 21.90","USD 10.95","50%","USD","7","USD 0.77","43","90.0%","https://s.click.aliexpress.com/e/_DF8EbIr"
"4000801252404","https://ae04.alicdn.com/kf/Sb0cd44db5d7247efb4f48c8a193f6effs.jpg",,"New Arrival Fashion Women Leather Shoulder Bag Large Capacity Tote Purse Crossbody Messenger Designer Handbag Top Handle Bags","USD 27.50","USD 18.97","31%","USD","7","USD 1.33","20","100.0%","https://s.click.aliexpress.com/e/_DCnuoZD"
"1005003133426831","https://ae04.alicdn.com/kf/H7b6c65c74ad54c7195d63a8f92cc400eJ.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/321445252750.mp4","2022 New Large Capacity Canvas Shoulder Bags Solid Soft Denim Leisure Or Travel Bag for Women Fashion Fatchels Winter Package","USD 9.98","USD 8.38","16%","USD","7","USD 0.59","35","100.0%","https://s.click.aliexpress.com/e/_DkHKf2n"
"1005002523271977","https://ae04.alicdn.com/kf/Se50b030af94c484291a394debc7c4435y.jpg",,"High-quality Acrylic Plastic Bags 2021 New Fashion Ladies Hand-held Chain Handbags Simple Texture One-shoulder Messenger Bag","USD 30.00","USD 17.10","43%","USD","30.0","USD 5.13","29","100.0%","https://s.click.aliexpress.com/e/_DlQlnZd"
"1005002055202354","https://ae04.alicdn.com/kf/Hcbaa1afbcd1747bba088d0d4bf9004722.jpg",,"2021 Women's Crossbody Bags New Pu Leather Fashion Middle-aged and Elderly Messenger Bag Women's Casual Shoulder Handbags","USD 12.58","USD 10.06","20%","USD","7","USD 0.70","25","100.0%","https://s.click.aliexpress.com/e/_DF0vx7v"
"1005002782405784","https://ae04.alicdn.com/kf/Haddc921661ba46368da57398337e7ac2z.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/312956664287.mp4","Casual Large Capacity Tote Rattan Women Handbags Designer Wicker Woven Shoulder Crossbody Bags Luxury Summer Beach Bag Big Purse","USD 42.64","USD 21.75","49%","USD","8.0","USD 1.74","44","93.3%","https://s.click.aliexpress.com/e/_DBMmb8T"
"1005002365046327","https://ae04.alicdn.com/kf/Hbe01020e2d9c4b4f9d7f93a99673383do.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/303394998542.mp4","2021 Spring New Women Shoulder Bags High Quality Nylon Ladies Crossbody Bag Solid Color Designer Women's Handbag Bolsos De Mujer","USD 21.20","USD 12.72","40%","USD","7","USD 0.89","58","99.3%","https://s.click.aliexpress.com/e/_DmhxYA7"
"1005004212182864","https://ae04.alicdn.com/kf/Sc43013cdd75d4e20ae4e5100ff2b2c9bA.jpg",,"PVC Clear Crossbody Bags for Women Men Stadium Approved Transparent Shoulder Handbag Small Square Phone Bag Outdoor Wallet Purse","USD 1.52","USD 1.02","33%","USD","7","USD 0.07","114","95.6%","https://s.click.aliexpress.com/e/_DC06GhD"
"1005001323431712","https://ae04.alicdn.com/kf/He38e420fa1cd44ff9f1d8d68d6648335x.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/276340188065.mp4","2020 Bling Evening Clutch Bags for Women Wedding Sequins Banquet Purse with Chain Fashion Handbags Crossbody Flaps Drop Shipping","USD 29.60","USD 15.39","48%","USD","7","USD 1.08","41","88.6%","https://s.click.aliexpress.com/e/_DkuVSBH"
"1005004288973438","https://ae04.alicdn.com/kf/Abe7cc77ed28e49c3a3d69309c1acf43fm.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100029465725.mp4","Custom Cute Cartoon Super Mama Print Big Size Handbag Mom and Baby Folding Women Casual Tote Travel Practical Portable Beach Bag","USD 14.53","USD 7.99","45%","USD","7","USD 0.56","44","85.0%","https://s.click.aliexpress.com/e/_Dlzc5kL"
"1005004000234942","https://ae04.alicdn.com/kf/S63f3cca9195442e9b1acf45e1d2b8fb1Z.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/349784400603.mp4","Shoulder Bag For Women New Luxury Designer Crossbody Leather Vintage Fashion Purse Ladies Shopper PK Coach Handbags","USD 124.00","USD 48.36","61%","USD","10.0","USD 4.84","27","100.0%","https://s.click.aliexpress.com/e/_DBSzYph"
"1005003839995568","https://ae04.alicdn.com/kf/Sbceb06b78357492280d727932bb147a6D.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/344782873845.mp4","Xiuya Japanese Handbag For Girls Small Cell Phone Womens Shoulder Bag Female Kawaii Cute Heart Lolita Crossbody Bag Women 2022","USD 21.39","USD 13.05","39%","USD","9.0","USD 1.17","175","94.8%","https://s.click.aliexpress.com/e/_DkR2wSb"
"1005002634835038","https://ae04.alicdn.com/kf/H27ff0140ca1440048465a5f4f20e55bel.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/309260964809.mp4","Women Large Capacity Handbag Fashion Canvas Shoulder Bag Simple Versatile Student Handbag Shopping Tote Bag Handbag","USD 6.78","USD 4.75","30%","USD","8.0","USD 0.38","69","88.8%","https://s.click.aliexpress.com/e/_DFI0MFl"
"1005003304276251","https://ae04.alicdn.com/kf/Ha42974f28525475f9092669e760bb5252.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/328028068606.mp4","Corduroy Tote Bag for Women 2022 Fashion Shopper Designer Handbag Large Capacity Embroidered Letter Beach Crossbody Shoulder Bag","USD 19.68","USD 13.97","29%","USD","10.5","USD 1.47","25","100.0%","https://s.click.aliexpress.com/e/_DkRrC7d"
"1005003156866883","https://ae04.alicdn.com/kf/Sa6c311564f57415e92cacbc319d0dd4aO.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/322973738521.mp4","Retro Design Women's Shoulder Bags Vintage Blue Flower Ladies Tote Vest Bag Female Girls Hand Carrying Handbags Underarm Bag","USD 12.73","USD 8.27","35%","USD","7","USD 0.58","26","88.9%","https://s.click.aliexpress.com/e/_DmbIn19"
"1005003915763854","https://ae04.alicdn.com/kf/S2783cb4b195a4a3dab8d31e268bbda30q.jpg",,"Waist Bag Women Three Zipper Pocket Fashion Men Chest Handbag Unisex Fanny Pack Ladies Pink Waist Pack Belly Bags Purse","USD 7.12","USD 3.77","47%","USD","7","USD 0.26","537","94.9%","https://s.click.aliexpress.com/e/_DdLmYYJ"
"1005004242245428","https://ae04.alicdn.com/kf/Sccb93a4b33e4440e8797e941f0b64355O.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100022729628.mp4","VENOF Women's Handbags 2022 Fashion Ladies All-match Leather Shoulder Crossbody Bag High-end Top Handle Bags For Woman Designer","USD 128.00","USD 57.60","55%","USD","8.0","USD 4.61","27","98.7%","https://s.click.aliexpress.com/e/_De0uS5D"
"1005003862966433","https://ae04.alicdn.com/kf/S9f14b2034f40412d8b9d9b0bfe69c92da.jpg",,"Shoulder Bags Women Solid Harajuku All-match Simple Multifunction Ulzzang Handbags Large Capacity Hobos Cross-body Bag Teens Ins","USD 6.08","USD 5.78","5%","USD","7","USD 0.40","170","95.3%","https://s.click.aliexpress.com/e/_DeUd5Ef"
"1005002489707271","https://ae04.alicdn.com/kf/Hc33960d431c8429cb9c7a52f331a02edk.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/306188170959.mp4","2021 European Fashion Washed Nylon Oxford Printed Shoulder Bag Hot Sale Designer New Handbag Multifunction Casual Small Bag","USD 26.39","USD 14.51","45%","USD","7","USD 1.02","20","100.0%","https://s.click.aliexpress.com/e/_DD9cCJV"
"4000979169464","https://ae04.alicdn.com/kf/S7903bfedf6534b0b9b6f4dd026601920A.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/261061381892.mp4","Pattern Leather Crossbody Bags For Women 2022 Fashion Small Purple Shoulder Bag Female Handbags And Purses With Handle New","USD 27.62","USD 16.85","39%","USD","7","USD 1.18","84","95.0%","https://s.click.aliexpress.com/e/_DdNk4Ij"
"1005001802182924","https://ae04.alicdn.com/kf/H2c5f3bad61d946089e2290576e38a085U.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/288181424924.mp4","High Quality Women's Shoulder bag Female Travel Handbag Nylon light CrossBody Bag Ladies Messenger Bag Tote Shopping Bag","USD 13.20","USD 9.11","31%","USD","7","USD 0.64","50","96.7%","https://s.click.aliexpress.com/e/_DkQdjwr"
"1005003787403335","https://ae04.alicdn.com/kf/S075729e8dab34756b15797a605530664O.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/348329184375.mp4","Xiuya Cute Womens Tote Bag 2022 Japanese Harajuku Kawaii Cow Print Handbags For Women Pink Plush Lolita Fur Bag With Ribbon Bow","USD 30.90","USD 19.47","37%","USD","9.0","USD 1.75","35","96.0%","https://s.click.aliexpress.com/e/_DDHBal1"
"1005003664147487","https://ae04.alicdn.com/kf/S513051dc9b784032bb33be6727478da2O.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/340165393896.mp4","Phone Small Crossbody Bags For Women Girl's Mini Shoulder Bag Purse Female Wallet Handbag PU Leather","USD 21.92","USD 12.28","44%","USD","7","USD 0.86","47","98.2%","https://s.click.aliexpress.com/e/_DBO1C6T"
"1005004041608604","https://ae04.alicdn.com/kf/S18376a67356547cdb690bc2112e97289t.jpg",,"Xiuya Motorcycle Style Cool Shoulder Bag 2022 Crocodile Pattern Black Hot Girls Underarm Cell Phone Bag Metal Heart Handbags","USD 29.42","USD 18.53","37%","USD","7","USD 1.30","112","100.0%","https://s.click.aliexpress.com/e/_DDZIwbd"
"4001355056778","https://ae04.alicdn.com/kf/H1900c1d61aba427891fe5f08df21e6869.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/276509723615.mp4","New Solid Leather Crossbody Bags For Women 2021 New Chain Luxury Design Handbags Ladies Messenger Shoulder bags Female Purses","USD 24.13","USD 17.37","28%","USD","7","USD 1.22","22","90.0%","https://s.click.aliexpress.com/e/_DmliWwT"
"1005004114769593","https://ae04.alicdn.com/kf/S4a752ecdba3e44de9a6077462d5bbe9dt.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100006176538.mp4","Fashion Letters Tote Bag Designer Women Handbags Luxury Pu Leather Shoulder Crossbody Bags Protect Black People Shopper Bag 2022","USD 34.19","USD 17.44","49%","USD","8.0","USD 1.40","210","95.7%","https://s.click.aliexpress.com/e/_DkwuXdH"
"1005003489626253","https://ae04.alicdn.com/kf/Hd24c3e9f0a65432b81eb2e3cc1a07ed4x.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/334571610261.mp4","High Quality Soft Leather Designer Purses and Handbags Women Bags Casual Multi-pocket Crossbody Shoulder Bags for Women 2022 Sac","USD 24.12","USD 13.27","45%","USD","7","USD 0.93","63","92.9%","https://s.click.aliexpress.com/e/_DeZXjC3"
"1005002696344389","https://ae04.alicdn.com/kf/S7f11845888e04df8ad6cab90896b9d7aM.jpg",,"2022 New Men Briefcase 14 inch pu leather Men's Shoulder Bag For Men Crossbody Bags Bussiness Briefcase handbag","USD 53.59","USD 19.29","64%","USD","12.0","USD 2.31","41","100.0%","https://s.click.aliexpress.com/e/_DlcxwK7"
"4000022623690","https://ae04.alicdn.com/kf/HTB1Vyxva7L0gK0jSZFxq6xWHVXas.jpg",,"European American Style Leather Handbags Women Bag 2019 High Quality Casual Female Bags Tote Designer Brand Shoulder Bag","USD 47.11","USD 24.03","49%","USD","8.0","USD 1.92","50","95.7%","https://s.click.aliexpress.com/e/_DDCazkx"
"4000832530966","https://ae04.alicdn.com/kf/H25fdf30fdd1747b2813ff9874b728752P.jpg",,"Laptop Bag Women 15.6-Inch Computer Work Handbag Leather Handbag Business Office Bag","USD 31.87","USD 25.18","21%","USD","7","USD 1.76","21","100.0%","https://s.click.aliexpress.com/e/_DdabgMJ"
"1005001350693774","https://ae04.alicdn.com/kf/Hfd22ef7f80d84b9ba15bd34c8c709af0m.jpg",,"2021 new fashion hit color handbag all-match hair ball pendant shoulder messenger bag European beauty bag","USD 13.40","USD 6.70","50%","USD","15.0","USD 1.00","40","95.7%","https://s.click.aliexpress.com/e/_DC3dNPZ"
"1005003739650153","https://ae04.alicdn.com/kf/Hc9a1bb5f4cd944f8b67b2b756715b622I.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/1100008794438.mp4","Tote Bag 2022 Designer Ladies Shopping Crossbody Purse And Handbag Luxury PU Leather Protect Black People Shoulder Bag For Women","USD 35.80","USD 22.20","38%","USD","7","USD 1.55","249","97.0%","https://s.click.aliexpress.com/e/_DBBvpQJ"
"1005004441690687","https://ae04.alicdn.com/kf/S418c8d0a210f45a7bcfc55caf39d3eff9.jpg",,"Bag Shoppers Simple Fashion Zipper Handbags Shoulder Waterproof Large Capacity Tote Bags 2021 Women's Brand Crossbody","USD 8.45","USD 6.51","23%","USD","8.0","USD 0.52","27","100.0%","https://s.click.aliexpress.com/e/_DF3sgTN"
"1005002961381255","https://ae04.alicdn.com/kf/H2b0620c8ac504a84a0893df28848ac94p.jpg",,"French Style Leather Shoulder Bag Crescent Armpit Small Handbags For Women Clutch Bags Solid Color Fashion Vintage Tote Purse","USD 29.80","USD 14.90","50%","USD","7","USD 1.04","34","96.7%","https://s.click.aliexpress.com/e/_DEswzbZ"
"4000748773638","https://ae04.alicdn.com/kf/H8c0e6722c7764c228a8df5b2fb364b07x.jpg",,"2020 New Fashion Gun Design Women Purse Gun-shaped Bag Cool Small Messenger Bag PU Leather Crossbody Bag Ladies Shoulder Bag","USD 19.80","USD 10.89","45%","USD","7","USD 0.76","23","100.0%","https://s.click.aliexpress.com/e/_DFOWI9v"
"1005002110706005","https://ae04.alicdn.com/kf/Sa36a984faf384ac2b26cd726b4b4d939j.jpg","http://cloud.video.taobao.com/play/u/2675628091/p/1/e/6/t/1/297518298596.mp4","2022 Fashion Women's Soft Leather Shoulder Bags Classic Casual Crossbody Bag For Female High Quality Women Handbags","USD 21.99","USD 10.99","50%","USD","7","USD 0.77","19","100.0%","https://s.click.aliexpress.com/e/_DmUKNWn"
"1005004217022794","https://ae04.alicdn.com/kf/Sc6f86416bf644d59a322a5d95d9e054d6.jpg",,"Crossbody Bag Women Creative Caution Letters Sign Handbag Cute Fluorescence Color Shoulder Bags for Female Clutches Purse Bolsa","USD 18.88","USD 11.32","40%","USD","7","USD 0.79","20","97.8%","https://s.click.aliexpress.com/e/_DEr9ILz"
